date,tourist,time_idx,pc_SichuanEpidemic,mob_SichuanEpidemic,pc_Jiuzhaigou,mob_Jiuzhaigou,weekday,year,month,day,destination,Trend,Seasonal,Resid
2021/5/21,10381,416,118,591,397,1252,Thursday,2021,5,21,JiuZhaigou,10467.60743,1870.181238,4043.211327
2021/5/22,10797,417,106,517,240,961,Friday,2021,5,22,JiuZhaigou,10220.51339,3031.014713,3545.471894
2021/5/23,9335,418,110,669,239,1066,Saturday,2021,5,23,JiuZhaigou,10003.27284,1570.774072,3760.953084
2021/5/24,8978,419,139,658,471,961,Sunday,2021,5,24,JiuZhaigou,9816.943839,1658.127819,3502.928341
2021/5/25,9604,420,137,574,425,964,Monday,2021,5,25,JiuZhaigou,9636.029111,1432.67242,4535.298469
2021/5/26,9936,421,131,697,383,939,Tuesday,2021,5,26,JiuZhaigou,9424.56281,2283.443938,4227.993252
2021/5/27,9494,422,166,588,436,948,Wednesday,2021,5,27,JiuZhaigou,9202.616105,2118.423367,4172.960528
2021/5/28,10500,423,187,702,400,953,Thursday,2021,5,28,JiuZhaigou,8929.271058,1896.298513,5674.430429
2021/5/29,9832,424,118,719,287,963,Friday,2021,5,29,JiuZhaigou,8571.615309,2993.298219,4267.086472
2021/5/30,7556,425,135,825,231,965,Saturday,2021,5,30,JiuZhaigou,8231.450247,1614.794944,3709.754809
2021/5/31,6133,426,319,949,386,925,Sunday,2021,5,31,JiuZhaigou,7987.734719,1671.801722,2473.463559
2021/6/1,5744,427,197,829,360,929,Monday,2021,6,1,JiuZhaigou,7726.074617,1465.460177,2552.465207
2021/6/2,5576,428,183,730,426,934,Tuesday,2021,6,2,JiuZhaigou,7485.769352,2256.480567,1833.75008
2021/6/3,5519,429,184,811,381,970,Wednesday,2021,6,3,JiuZhaigou,7229.289439,1995.807794,2293.902767
2021/6/4,6874,430,168,754,544,1294,Thursday,2021,6,4,JiuZhaigou,6961.498393,1988.16935,3924.332257
2021/6/5,7626,431,139,836,304,1150,Friday,2021,6,5,JiuZhaigou,6865.408152,2924.672511,3835.919337
2021/6/6,6799,432,165,889,233,1143,Saturday,2021,6,6,JiuZhaigou,6799.277067,1718.740367,4280.982566
2021/6/7,6493,433,163,786,493,1011,Sunday,2021,6,7,JiuZhaigou,6732.362548,1687.377258,4073.260194
2021/6/8,6151,434,154,733,468,996,Monday,2021,6,8,JiuZhaigou,6679.282483,1505.933514,3965.784003
2021/6/9,6625,435,114,628,502,1073,Tuesday,2021,6,9,JiuZhaigou,6627.48524,2247.658216,3749.856544
2021/6/10,6399,436,127,689,481,1128,Wednesday,2021,6,10,JiuZhaigou,6556.70533,1845.226953,3997.067717
2021/6/11,6512,437,152,849,506,1344,Thursday,2021,6,11,JiuZhaigou,6468.102564,2015.470537,4028.426899
2021/6/12,7533,438,89,607,299,1352,Friday,2021,6,12,JiuZhaigou,6402.199906,2830.143482,4300.656612
2021/6/13,10795,439,101,689,216,1370,Saturday,2021,6,13,JiuZhaigou,6425.869992,1881.526192,8487.603816
2021/6/14,5764,440,74,621,256,1317,Sunday,2021,6,14,JiuZhaigou,6521.783309,1705.930475,3536.286216
2021/6/15,5186,441,135,572,451,1076,Monday,2021,6,15,JiuZhaigou,6628.506514,1553.595504,3003.897982
2021/6/16,5796,442,104,512,354,988,Tuesday,2021,6,16,JiuZhaigou,6704.620963,2242.106477,2849.27256
2021/6/17,6488,443,102,505,375,994,Wednesday,2021,6,17,JiuZhaigou,6811.903691,1719.182337,3956.913972
2021/6/18,7816,444,195,860,307,965,Thursday,2021,6,18,JiuZhaigou,7019.465873,1991.743196,4804.790931
2021/6/19,8132,445,118,649,231,980,Friday,2021,6,19,JiuZhaigou,7253.919113,2715.248674,4162.832213
2021/6/20,7208,446,112,858,222,982,Saturday,2021,6,20,JiuZhaigou,7443.211548,2067.437916,3697.350536
2021/6/21,7661,447,163,846,367,973,Sunday,2021,6,21,JiuZhaigou,7583.735133,1739.317846,4337.947021
2021/6/22,7348,448,201,931,335,970,Monday,2021,6,22,JiuZhaigou,7693.359431,1607.343527,4047.297042
2021/6/23,8117,449,278,1095,361,977,Tuesday,2021,6,23,JiuZhaigou,7783.558405,2242.747039,4090.694555
2021/6/24,7213,450,162,882,335,964,Wednesday,2021,6,24,JiuZhaigou,7894.014046,1629.281995,3689.703959
2021/6/25,8231,451,140,795,375,974,Thursday,2021,6,25,JiuZhaigou,8025.705295,1928.923452,4276.371253
2021/6/26,8095,452,93,844,228,1053,Friday,2021,6,26,JiuZhaigou,8196.840105,2573.061187,3325.098708
2021/6/27,8201,453,97,617,240,1058,Saturday,2021,6,27,JiuZhaigou,8445.368677,2237.566919,3518.064404
2021/6/28,8540,454,137,658,440,987,Sunday,2021,6,28,JiuZhaigou,8781.419367,1780.669658,3977.910975
2021/6/29,8322,455,102,550,383,989,Monday,2021,6,29,JiuZhaigou,9211.911013,1691.985685,3418.103301
2021/6/30,9564,456,82,531,400,1000,Tuesday,2021,6,30,JiuZhaigou,9753.720728,2279.700231,3530.579041
2021/7/1,9779,457,101,445,369,976,Wednesday,2021,7,1,JiuZhaigou,10408.28627,1574.017835,3796.695893
2021/7/2,10797,458,85,420,425,1107,Thursday,2021,7,2,JiuZhaigou,11106.88753,1848.462297,3841.650177
2021/7/3,12469,459,83,628,247,1247,Friday,2021,7,3,JiuZhaigou,11822.74468,2413.384023,4232.871292
2021/7/4,13659,460,82,485,291,1252,Saturday,2021,7,4,JiuZhaigou,12546.54873,2356.479327,4755.971946
2021/7/5,13053,461,125,734,457,1322,Sunday,2021,7,5,JiuZhaigou,13238.83655,1785.369114,4028.794335
2021/7/6,13844,462,108,539,439,1279,Monday,2021,7,6,JiuZhaigou,13880.36371,1808.721295,4154.914996
2021/7/7,15020,463,146,709,406,1378,Tuesday,2021,7,7,JiuZhaigou,14468.52432,2336.392316,4215.083359
2021/7/8,14585,464,127,631,409,1422,Wednesday,2021,7,8,JiuZhaigou,15001.43063,1569.982039,4013.587331
2021/7/9,15329,465,99,529,388,1414,Thursday,2021,7,9,JiuZhaigou,15504.67081,1801.302411,4023.026775
2021/7/10,16125,466,116,790,209,1520,Friday,2021,7,10,JiuZhaigou,15891.41093,2297.965703,3935.623368
2021/7/11,17022,467,85,872,233,1486,Saturday,2021,7,11,JiuZhaigou,16031.00954,2388.102885,4602.887576
2021/7/12,17647,468,169,769,498,1542,Sunday,2021,7,12,JiuZhaigou,16192.84667,1793.893396,5660.259932
2021/7/13,19139,469,135,655,488,1815,Monday,2021,7,13,JiuZhaigou,16376.14378,1860.966324,6901.889891
2021/7/14,20154,470,123,575,580,1783,Tuesday,2021,7,14,JiuZhaigou,16534.85453,2288.470145,7330.675329
2021/7/15,16296,471,102,536,540,1908,Wednesday,2021,7,15,JiuZhaigou,16689.72483,1610.42133,3995.853839
2021/7/16,16429,472,85,453,420,1459,Thursday,2021,7,16,JiuZhaigou,16989.16682,1782.435309,3657.397867
2021/7/17,14781,473,80,426,318,1541,Friday,2021,7,17,JiuZhaigou,17436.45589,2213.767815,1130.776294
2021/7/18,16233,474,72,465,276,1530,Saturday,2021,7,18,JiuZhaigou,17857.07074,2386.775986,1989.153277
2021/7/19,19551,475,76,401,464,1641,Sunday,2021,7,19,JiuZhaigou,18195.88833,1833.284702,5521.82697
2021/7/20,19045,476,104,458,509,1651,Monday,2021,7,20,JiuZhaigou,18470.57286,1920.218647,4654.208492
2021/7/21,19782,477,102,758,426,1529,Tuesday,2021,7,21,JiuZhaigou,18905.94709,2236.970611,4639.082297
2021/7/22,18719,478,133,852,462,1562,Wednesday,2021,7,22,JiuZhaigou,18743.36107,1662.91475,4312.724184
2021/7/23,19424,479,155,870,394,1570,Thursday,2021,7,23,JiuZhaigou,18258.65256,1761.798572,5403.548866
2021/7/24,17786,480,782,12951,270,1552,Friday,2021,7,24,JiuZhaigou,17735.20392,2133.247391,3917.548687
2021/7/25,17561,481,603,63038,253,1634,Saturday,2021,7,25,JiuZhaigou,16680.08539,2399.242922,4481.67169
2021/7/26,18200,482,1134,65842,395,1468,Sunday,2021,7,26,JiuZhaigou,15230.00003,1846.909959,7123.09001
2021/7/27,18379,483,967,9830,501,1559,Monday,2021,7,27,JiuZhaigou,13950.56927,1984.666311,8443.764415
2021/7/28,18592,484,6260,59772,344,1411,Tuesday,2021,7,28,JiuZhaigou,12629.76702,2210.142907,9752.090076
2021/7/29,16315,485,2227,29680,296,1014,Wednesday,2021,7,29,JiuZhaigou,11265.91054,1728.490856,9320.598606
2021/7/30,9602,486,1663,24371,271,946,Thursday,2021,7,30,JiuZhaigou,9841.266983,1760.733017,4000
2021/7/31,6386,487,958,18635,191,927,Friday,2021,7,31,JiuZhaigou,8420.292083,2078.759033,1886.948883
2021/8/1,4111,488,895,15221,177,949,Saturday,2021,8,1,JiuZhaigou,7081.229256,2395.095707,634.6750371
2021/8/2,2819,489,1542,13486,301,928,Sunday,2021,8,2,JiuZhaigou,5844.733663,1847.907318,1126.359019
2021/8/3,2027,490,1301,11870,265,915,Monday,2021,8,3,JiuZhaigou,4598.47682,1988.112336,1440.410844
2021/8/4,1691,491,953,6925,295,897,Tuesday,2021,8,4,JiuZhaigou,2849.798755,2153.54444,2687.656805
2021/8/5,1112,492,907,6633,264,883,Wednesday,2021,8,5,JiuZhaigou,1374.347766,1796.582418,3941.069816
2021/8/6,1156,493,916,6998,357,935,Thursday,2021,8,6,JiuZhaigou,1202.155833,1806.824963,4147.019204
2021/8/7,1156,494,730,5578,285,951,Friday,2021,8,7,JiuZhaigou,1078.209814,2078.355793,3999.434393
2021/8/8,739,495,682,5164,225,922,Saturday,2021,8,8,JiuZhaigou,989.2039152,2306.345893,3443.450192
2021/8/9,800,496,891,5128,262,931,Sunday,2021,8,9,JiuZhaigou,933.7526701,1852.226811,4014.020519
2021/8/10,797,497,884,4808,251,934,Monday,2021,8,10,JiuZhaigou,908.746079,1990.974773,3897.279148
2021/8/11,824,498,852,4264,273,945,Tuesday,2021,8,11,JiuZhaigou,921.6841654,2098.674966,3803.640868
2021/8/12,753,499,622,3206,271,937,Wednesday,2021,8,12,JiuZhaigou,986.3318934,1860.033316,3906.63479
2021/8/13,971,500,519,2807,281,964,Thursday,2021,8,13,JiuZhaigou,1091.234705,1862.560256,4017.205039
2021/8/14,1214,501,352,2697,186,956,Friday,2021,8,14,JiuZhaigou,1205.487561,2092.450888,3916.061551
2021/8/15,1508,502,237,2370,163,955,Saturday,2021,8,15,JiuZhaigou,1317.519365,2238.192274,3952.288361
2021/8/16,1425,503,448,2247,260,938,Sunday,2021,8,16,JiuZhaigou,1411.668438,1850.914403,4162.417159
2021/8/17,1814,504,357,1942,276,940,Monday,2021,8,17,JiuZhaigou,1474.179344,1983.442262,4356.378393
2021/8/18,1575,505,315,1662,295,907,Tuesday,2021,8,18,JiuZhaigou,1509.432894,2036.922451,4028.644655
2021/8/19,1579,506,391,1725,319,888,Wednesday,2021,8,19,JiuZhaigou,1528.065022,1920.610664,4130.324314
2021/8/20,1440,507,271,1836,350,887,Thursday,2021,8,20,JiuZhaigou,1527.478334,1920.515355,3992.006311
2021/8/21,1410,508,195,1511,193,913,Friday,2021,8,21,JiuZhaigou,1508.975259,2111.825571,3789.19917
2021/8/22,1508,509,186,1428,186,909,Saturday,2021,8,22,JiuZhaigou,1481.625863,2183.475079,3842.899058
2021/8/23,1570,510,442,2476,428,1192,Sunday,2021,8,23,JiuZhaigou,1452.807414,1843.836801,4273.355785
2021/8/24,1422,511,713,3340,341,971,Monday,2021,8,24,JiuZhaigou,1423.300692,1967.918934,4030.780373
2021/8/25,1436,512,478,1683,310,927,Tuesday,2021,8,25,JiuZhaigou,1391.88015,1971.96527,4072.15458
2021/8/26,1357,513,254,1089,319,919,Wednesday,2021,8,26,JiuZhaigou,1350.910171,1980.770514,4025.319315
2021/8/27,1258,514,236,1181,245,953,Thursday,2021,8,27,JiuZhaigou,1297.879128,1979.130822,3980.99005
2021/8/28,1348,515,182,976,211,911,Friday,2021,8,28,JiuZhaigou,1251.228734,2135.984291,3960.786974
2021/8/29,1269,516,152,920,209,938,Saturday,2021,8,29,JiuZhaigou,1236.153808,2139.121242,3893.724951
2021/8/30,894,517,182,868,357,919,Sunday,2021,8,30,JiuZhaigou,1257.793451,1830.190261,3806.016288
2021/8/31,1065,518,187,901,330,894,Monday,2021,8,31,JiuZhaigou,1324.481668,1945.037966,3795.480366
2021/9/1,1158,519,150,787,304,893,Tuesday,2021,9,1,JiuZhaigou,1439.757514,1906.031571,3812.210915
2021/9/2,1648,520,154,756,361,899,Wednesday,2021,9,2,JiuZhaigou,1607.871121,2040.989161,3999.139718
2021/9/3,1639,521,148,812,326,935,Thursday,2021,9,3,JiuZhaigou,1839.494384,2037.80063,3761.704985
2021/9/4,2242,522,97,706,240,958,Friday,2021,9,4,JiuZhaigou,2136.452379,2165.505025,3940.042596
2021/9/5,2393,523,114,829,243,936,Saturday,2021,9,5,JiuZhaigou,2488.722637,2104.548866,3799.728497
2021/9/6,2419,524,177,802,409,962,Sunday,2021,9,6,JiuZhaigou,2892.456271,1808.347148,3718.196581
2021/9/7,3137,525,158,676,430,982,Monday,2021,9,7,JiuZhaigou,3394.968907,1915.111947,3826.919146
2021/9/8,3728,526,137,634,454,965,Tuesday,2021,9,8,JiuZhaigou,3912.603702,1840.125736,3975.270562
2021/9/9,4295,527,146,652,439,986,Wednesday,2021,9,9,JiuZhaigou,4435.78345,2100.821748,3758.394802
2021/9/10,5056,528,137,586,426,1077,Thursday,2021,9,10,JiuZhaigou,4964.977175,2096.338414,3994.684411
2021/9/11,5754,529,146,889,265,1206,Friday,2021,9,11,JiuZhaigou,5500.962899,2200.653459,4052.383642
2021/9/12,6377,530,133,908,268,1276,Saturday,2021,9,12,JiuZhaigou,6044.186441,2079.948426,4252.865133
