time_idx,date,tourist,destination,day of the week,month,year,day,Holiday,Trend,Seasonal,Resid
1,2009/7/1,22413,hawai,wednesday,July,2009,1,FALSE,12964.37902,7002.230118,2446.39086
2,2009/7/2,23175,hawai,thursday,July,2009,2,FALSE,12972.47481,7013.530694,3188.994492
3,2009/7/3,23756,hawai,friday,July,2009,3,Independence_day,12983.40539,7086.238553,3686.356058
4,2009/7/4,23443,hawai,saturday,July,2009,4,FALSE,12998.07332,6645.230873,3799.695808
5,2009/7/5,21608,hawai,sunday,July,2009,5,FALSE,13018.1685,4909.336516,3680.494983
6,2009/7/6,21574,hawai,monday,July,2009,6,FALSE,13050.69739,6647.42174,1875.880872
7,2009/7/7,21922,hawai,tuesday,July,2009,7,FALSE,13111.31186,6469.584641,2341.103495
8,2009/7/8,22876,hawai,wednesday,July,2009,8,FALSE,13226.65019,7267.605901,2381.74391
9,2009/7/9,23520,hawai,thursday,July,2009,9,FALSE,13349.27364,7006.792313,3163.934048
10,2009/7/10,24323,hawai,friday,July,2009,10,FALSE,13471.83439,7186.726991,3664.438621
11,2009/7/11,24670,hawai,saturday,July,2009,11,FALSE,13577.21346,7126.443377,3966.343159
12,2009/7/12,24098,hawai,sunday,July,2009,12,FALSE,13645.39852,6835.456002,3617.145478
13,2009/7/13,22795,hawai,monday,July,2009,13,FALSE,13685.69835,7128.762189,1980.539466
14,2009/7/14,23543,hawai,tuesday,July,2009,14,FALSE,13723.74409,7578.481875,2240.774032
15,2009/7/15,22489,hawai,wednesday,July,2009,15,FALSE,13756.3848,6415.517394,2317.097802
16,2009/7/16,23743,hawai,thursday,July,2009,16,FALSE,13772.44915,6831.411158,3139.139696
17,2009/7/17,24646,hawai,friday,July,2009,17,FALSE,13758.52811,7234.143054,3653.328837
18,2009/7/18,25132,hawai,saturday,July,2009,18,FALSE,13735.19145,7262.990668,4133.817886
19,2009/7/19,24203,hawai,sunday,July,2009,19,FALSE,13720.379,6933.761745,3548.85926
20,2009/7/20,23050,hawai,monday,July,2009,20,FALSE,13709.93328,7258.576098,2081.490625
21,2009/7/21,21844,hawai,tuesday,July,2009,21,FALSE,13684.51358,6025.008324,2134.478095
22,2009/7/22,23234,hawai,wednesday,July,2009,22,FALSE,13642.17481,7339.477445,2252.347749
23,2009/7/23,23692,hawai,thursday,July,2009,23,FALSE,13602.59925,6973.557628,3115.843121
24,2009/7/24,24105,hawai,friday,July,2009,24,FALSE,13583.24025,6868.540258,3653.219488
25,2009/7/25,25132,hawai,saturday,July,2009,25,FALSE,13577.33126,7250.885107,4303.783637
26,2009/7/26,24020,hawai,sunday,July,2009,26,FALSE,13592.96273,6950.831074,3476.206193
27,2009/7/27,22308,hawai,monday,July,2009,27,FALSE,13610.84628,6518.272704,2178.881015
28,2009/7/28,23011,hawai,tuesday,July,2009,28,FALSE,13653.58911,7335.430692,2021.9802
29,2009/7/29,22317,hawai,wednesday,July,2009,29,FALSE,13743.90027,6386.220445,2186.879281
30,2009/7/30,24335,hawai,thursday,July,2009,30,FALSE,13883.22441,7356.351807,3095.423784
31,2009/7/31,24203,hawai,friday,July,2009,31,FALSE,14061.68521,6480.546425,3660.768368
32,2009/8/1,25531,hawai,saturday,August,2009,1,FALSE,14237.77121,6817.527687,4475.701102
33,2009/8/2,25117,hawai,sunday,August,2009,2,FALSE,14363.85542,7351.326756,3401.817824
34,2009/8/3,24252,hawai,monday,August,2009,3,FALSE,14421.5154,7558.627831,2271.856769
35,2009/8/4,23688,hawai,tuesday,August,2009,4,FALSE,14410.56927,7371.101386,1906.329347
36,2009/8/5,24056,hawai,wednesday,August,2009,5,FALSE,14360.4823,7575.07603,2120.441669
37,2009/8/6,24245,hawai,thursday,August,2009,6,FALSE,14266.19822,6898.156612,3080.645168
38,2009/8/7,24132,hawai,friday,August,2009,7,FALSE,14134.03273,6329.618834,3668.348439
39,2009/8/8,25186,hawai,saturday,August,2009,8,FALSE,13979.52264,6562.756834,4643.720523
40,2009/8/9,24557,hawai,sunday,August,2009,9,FALSE,13823.66614,7403.216874,3330.116991
41,2009/8/10,23161,hawai,monday,August,2009,10,FALSE,13693.82105,7106.391875,2360.787079
42,2009/8/11,22716,hawai,tuesday,August,2009,11,FALSE,13593.15183,7331.210263,1791.637912
43,2009/8/12,22459,hawai,wednesday,August,2009,12,FALSE,13476.33006,6919.289837,2063.380106
44,2009/8/13,23278,hawai,thursday,August,2009,13,FALSE,13312.35892,6890.600331,3075.040753
45,2009/8/14,23850,hawai,friday,August,2009,14,FALSE,13123.58122,7051.102432,3675.316343
46,2009/8/15,25040,hawai,saturday,August,2009,15,FALSE,12946.14193,7306.381864,4787.47621
47,2009/8/16,22632,hawai,sunday,August,2009,16,FALSE,12778.27091,6590.351369,3263.377716
48,2009/8/17,21867,hawai,monday,August,2009,17,FALSE,12604.84751,6827.922786,2434.229704
49,2009/8/18,21232,hawai,tuesday,August,2009,18,FALSE,12422.1528,7148.518639,1661.328557
50,2009/8/19,21541,hawai,wednesday,August,2009,19,FALSE,12256.47557,7282.098147,2002.426282
51,2009/8/20,22120,hawai,thursday,August,2009,20,FALSE,12080.43772,6950.338405,3089.223874
52,2009/8/21,22651,hawai,friday,August,2009,21,FALSE,11801.63271,7089.845276,3759.52201
53,2009/8/22,23242,hawai,saturday,August,2009,22,FALSE,11363.12532,6984.122565,4894.75212
54,2009/8/23,23084,hawai,sunday,August,2009,23,FALSE,10804.15991,9060.640002,3219.200088
55,2009/8/24,20686,hawai,monday,August,2009,24,FALSE,10217.41891,7964.491578,2504.089507
56,2009/8/25,17787,hawai,tuesday,August,2009,25,FALSE,9693.456999,6611.718524,1481.824477
57,2009/8/26,17583,hawai,wednesday,August,2009,26,FALSE,9281.753304,6377.709257,1923.537439
58,2009/8/27,18383,hawai,thursday,August,2009,27,FALSE,9001.509111,6273.220926,3108.269962
59,2009/8/28,19801,hawai,friday,August,2009,28,FALSE,8836.871501,7092.290163,3871.838336
60,2009/8/29,21104,hawai,saturday,August,2009,29,FALSE,8761.518895,7348.378268,4994.102836
61,2009/8/30,18776,hawai,sunday,August,2009,30,FALSE,8791.335635,6791.062485,3193.60188
62,2009/8/31,17578,hawai,monday,August,2009,31,FALSE,8876.661344,6128.122271,2573.216385
63,2009/9/1,17055,hawai,tuesday,September,2009,1,FALSE,8944.814717,6832.323257,1277.862026
64,2009/9/2,18208,hawai,wednesday,September,2009,2,FALSE,8960.653686,7404.355655,1842.990659
65,2009/9/3,19658,hawai,thursday,September,2009,3,FALSE,8944.428268,7563.001819,3150.569912
66,2009/9/4,20293,hawai,friday,September,2009,4,FALSE,8913.623246,7411.570104,3967.80665
67,2009/9/5,21208,hawai,saturday,September,2009,5,FALSE,8844.908915,7270.421881,5092.669204
68,2009/9/6,18449,hawai,sunday,September,2009,6,FALSE,8721.133232,6543.150557,3184.716211
69,2009/9/7,17883,hawai,monday,September,2009,7,labor_day,8560.377738,6706.793808,2615.828454
70,2009/9/8,16621,hawai,tuesday,September,2009,8,FALSE,8407.009072,7139.124387,1074.866541
71,2009/9/9,17016,hawai,wednesday,September,2009,9,FALSE,8307.423447,6944.946777,1763.629776
72,2009/9/10,18413,hawai,thursday,September,2009,10,FALSE,8283.463113,6921.015629,3208.521258
73,2009/9/11,19041,hawai,friday,September,2009,11,FALSE,8320.576792,6694.897894,4025.525314
74,2009/9/12,20167,hawai,saturday,September,2009,12,FALSE,8389.041958,6595.334328,5182.623715
75,2009/9/13,18687,hawai,sunday,September,2009,13,FALSE,8483.162619,6987.422728,3216.414654
76,2009/9/14,18439,hawai,monday,September,2009,14,FALSE,8609.982385,7173.872652,2655.144963
77,2009/9/15,16696,hawai,tuesday,September,2009,15,FALSE,8772.966943,7015.890324,907.1427331
78,2009/9/16,17602,hawai,wednesday,September,2009,16,FALSE,8951.530386,6967.499626,1682.969988
79,2009/9/17,19440,hawai,thursday,September,2009,17,FALSE,9110.503723,7076.116072,3253.380205
80,2009/9/18,21871,hawai,friday,September,2009,18,FALSE,9210.75987,8634.838635,4025.401495
81,2009/9/19,21719,hawai,saturday,September,2009,19,FALSE,9246.589432,7210.040692,5262.369875
82,2009/9/20,19651,hawai,sunday,September,2009,20,FALSE,9232.492856,7114.643317,3303.863827
83,2009/9/21,19373,hawai,monday,September,2009,21,FALSE,9181.267551,7498.088112,2693.644337
84,2009/9/22,16645,hawai,tuesday,September,2009,22,FALSE,9104.325887,6746.85632,793.8177927
85,2009/9/23,17327,hawai,wednesday,September,2009,23,FALSE,9031.985544,6710.606429,1584.408027
86,2009/9/24,19092,hawai,thursday,September,2009,24,FALSE,8980.385478,6836.731601,3274.882921
87,2009/9/25,20052,hawai,friday,September,2009,25,FALSE,8965.715843,7099.471515,3986.812641
88,2009/9/26,20719,hawai,saturday,September,2009,26,FALSE,9006.872956,6362.525211,5349.601833
89,2009/9/27,19733,hawai,sunday,September,2009,27,FALSE,9100.551561,7223.237187,3409.211251
90,2009/9/28,18831,hawai,monday,September,2009,28,FALSE,9204.118601,6902.762693,2724.118706
91,2009/9/29,16975,hawai,tuesday,September,2009,29,FALSE,9286.768504,6955.864756,732.3667402
92,2009/9/30,18096,hawai,wednesday,September,2009,30,FALSE,9341.791833,7268.119552,1486.088615
93,2009/10/1,20250,hawai,thursday,October,2009,1,FALSE,9365.765946,7643.954256,3240.279798
94,2009/10/2,20208,hawai,friday,October,2009,2,FALSE,9358.174371,6907.161428,3942.664201
95,2009/10/3,21688,hawai,saturday,October,2009,3,FALSE,9350.271958,6892.853794,5444.874248
96,2009/10/4,19757,hawai,sunday,October,2009,4,FALSE,9357.833328,6888.728566,3510.438107
97,2009/10/5,18848,hawai,monday,October,2009,5,FALSE,9398.665364,6698.405548,2750.929088
98,2009/10/6,16592,hawai,tuesday,October,2009,6,FALSE,9489.585917,6397.21293,705.2011527
99,2009/10/7,18173,hawai,wednesday,October,2009,7,FALSE,9631.94685,7121.835258,1419.217892
100,2009/10/8,19926,hawai,thursday,October,2009,8,FALSE,9806.876545,6976.206685,3142.916771
101,2009/10/9,21064,hawai,friday,October,2009,9,FALSE,9982.415103,7185.066091,3896.518806
102,2009/10/10,22855,hawai,saturday,October,2009,10,FALSE,10128.37052,7166.397436,5560.232039
103,2009/10/11,20926,hawai,sunday,October,2009,11,FALSE,10219.63109,7122.719949,3583.648963
104,2009/10/12,20513,hawai,monday,October,2009,12,columbus_day,10248.68491,7514.18323,2750.131863
105,2009/10/13,17957,hawai,tuesday,October,2009,13,FALSE,10234.0397,7006.848322,716.1119776
106,2009/10/14,18549,hawai,wednesday,October,2009,14,FALSE,10180.18975,6969.36524,1399.44501
107,2009/10/15,20164,hawai,thursday,October,2009,15,FALSE,10090.89666,7044.578354,3028.524985
108,2009/10/16,20658,hawai,friday,October,2009,16,FALSE,9965.659915,6853.967227,3838.372857
109,2009/10/17,22709,hawai,saturday,October,2009,17,FALSE,9809.750807,7214.491964,5684.75723
110,2009/10/18,20414,hawai,sunday,October,2009,18,FALSE,9646.560565,7157.243071,3610.196363
111,2009/10/19,19322,hawai,monday,October,2009,19,FALSE,9460.241079,7145.071593,2716.687328
112,2009/10/20,17117,hawai,tuesday,October,2009,20,FALSE,9249.515342,7078.181674,789.3029836
113,2009/10/21,16718,hawai,wednesday,October,2009,21,FALSE,9012.255467,6293.740865,1412.003668
114,2009/10/22,19288,hawai,thursday,October,2009,22,FALSE,8748.040514,7636.060768,2903.898718
115,2009/10/23,18902,hawai,friday,October,2009,23,FALSE,8488.776034,6651.005005,3762.21896
116,2009/10/24,21307,hawai,saturday,October,2009,24,FALSE,8256.646502,7243.298554,5807.054944
117,2009/10/25,18670,hawai,sunday,October,2009,25,FALSE,8067.894701,6996.457165,3605.648134
118,2009/10/26,17111,hawai,monday,October,2009,26,FALSE,7932.056882,6490.862339,2688.080779
119,2009/10/27,15700,hawai,tuesday,October,2009,27,FALSE,7837.53172,6946.83119,915.6370901
120,2009/10/28,15979,hawai,wednesday,October,2009,28,FALSE,7810.369604,6740.154666,1428.47573
121,2009/10/29,16381,hawai,thursday,October,2009,29,FALSE,7838.660231,5785.281774,2757.057995
122,2009/10/30,19073,hawai,friday,October,2009,30,FALSE,7910.068782,7480.12192,3682.809298
123,2009/10/31,20693,hawai,saturday,October,2009,31,FALSE,8011.305085,6778.437603,5903.257311
124,2009/11/1,19010,hawai,sunday,November,2009,1,halloween,8105.190485,7325.416124,3579.39339
125,2009/11/2,18001,hawai,monday,November,2009,2,FALSE,8183.458848,7128.604497,2688.936654
126,2009/11/3,16126,hawai,tuesday,November,2009,3,FALSE,8234.82151,6803.015945,1088.162546
127,2009/11/4,17030,hawai,wednesday,November,2009,4,FALSE,8251.828137,7327.832517,1450.339346
128,2009/11/5,17637,hawai,thursday,November,2009,5,FALSE,8245.709966,6772.488246,2618.801788
129,2009/11/6,18928,hawai,friday,November,2009,6,FALSE,8205.501093,7114.883035,3607.615872
130,2009/11/7,21369,hawai,saturday,November,2009,7,FALSE,8149.762761,7307.799423,5911.437816
131,2009/11/8,18541,hawai,sunday,November,2009,8,FALSE,8090.235456,6916.364593,3534.399952
132,2009/11/9,17851,hawai,monday,November,2009,9,FALSE,8025.442214,7128.960548,2696.597238
133,2009/11/10,15888,hawai,tuesday,November,2009,10,FALSE,7973.733282,6636.848676,1277.418042
134,2009/11/11,16359,hawai,wednesday,November,2009,11,veteran_day,7936.298503,6912.356354,1510.345143
135,2009/11/12,17468,hawai,thursday,November,2009,12,FALSE,7929.855756,7031.287644,2506.8566
136,2009/11/13,18200,hawai,friday,November,2009,13,FALSE,8011.073049,6613.964292,3574.962659
137,2009/11/14,20936,hawai,saturday,November,2009,14,FALSE,8201.17544,6875.89472,5858.929841
138,2009/11/15,18689,hawai,sunday,November,2009,15,FALSE,8479.521753,6758.602288,3450.875959
139,2009/11/16,17124,hawai,monday,November,2009,16,FALSE,8798.402759,5631.91614,2693.681101
140,2009/11/17,18062,hawai,tuesday,November,2009,17,FALSE,9132.603909,7505.317567,1424.078523
141,2009/11/18,18407,hawai,wednesday,November,2009,18,FALSE,9452.767093,7341.720374,1612.512533
142,2009/11/19,19260,hawai,thursday,November,2009,19,FALSE,9697.043908,7132.861721,2430.094371
143,2009/11/20,20468,hawai,friday,November,2009,20,FALSE,9820.65772,7078.061602,3569.280679
144,2009/11/21,23154,hawai,saturday,November,2009,21,FALSE,9828.938179,7528.08313,5796.978691
145,2009/11/22,20454,hawai,sunday,November,2009,22,FALSE,9772.382126,7348.932945,3332.684929
146,2009/11/23,19432,hawai,monday,November,2009,23,FALSE,9696.398323,7022.818479,2712.783197
147,2009/11/24,17899,hawai,tuesday,November,2009,24,FALSE,9593.829612,6771.250892,1533.919496
148,2009/11/25,17893,hawai,wednesday,November,2009,25,FALSE,9423.624055,6758.994023,1710.381923
149,2009/11/26,17179,hawai,thursday,November,2009,26,thanks_giving,9217.348295,5519.95063,2441.701075
150,2009/11/27,17333,hawai,friday,November,2009,27,FALSE,9037.996235,4765.04099,3529.962775
151,2009/11/28,19513,hawai,saturday,November,2009,28,FALSE,8877.856991,4921.083305,5714.059704
152,2009/11/29,18928,hawai,sunday,November,2009,29,FALSE,8726.121421,6987.714242,3214.164337
153,2009/11/30,18798,hawai,monday,November,2009,30,FALSE,8580.185358,7456.054005,2761.760637
154,2009/12/1,17923,hawai,tuesday,December,2009,1,FALSE,8453.610573,7849.875094,1619.514333
155,2009/12/2,16876,hawai,wednesday,December,2009,2,FALSE,8343.462004,6752.86996,1779.668036
156,2009/12/3,17783,hawai,thursday,December,2009,3,FALSE,8238.877024,7034.292584,2509.830392
157,2009/12/4,17899,hawai,friday,December,2009,4,FALSE,8124.341631,6301.185051,3473.473318
158,2009/12/5,20285,hawai,saturday,December,2009,5,FALSE,8012.997336,6649.456517,5622.546147
159,2009/12/6,18229,hawai,sunday,December,2009,6,FALSE,7986.268603,7105.914918,3136.816478
160,2009/12/7,15350,hawai,monday,December,2009,7,FALSE,8128.850667,4416.578201,2804.571132
161,2009/12/8,13956,hawai,tuesday,December,2009,8,FALSE,8387.953732,3909.202847,1658.843421
162,2009/12/9,15352,hawai,wednesday,December,2009,9,FALSE,8646.475559,4868.423061,1837.10138
163,2009/12/10,18120,hawai,thursday,December,2009,10,FALSE,8818.553435,6756.173331,2545.273234
164,2009/12/11,20183,hawai,friday,December,2009,11,FALSE,8949.51237,7786.505694,3446.981936
165,2009/12/12,21376,hawai,saturday,December,2009,12,FALSE,9097.712203,6705.958026,5572.32977
166,2009/12/13,18842,hawai,sunday,December,2009,13,FALSE,9248.868194,6459.443844,3133.687961
167,2009/12/14,18074,hawai,monday,December,2009,14,FALSE,9464.901298,5804.842291,2804.25641
168,2009/12/15,18269,hawai,tuesday,December,2009,15,FALSE,9869.498623,6789.019759,1610.481618
169,2009/12/16,19784,hawai,wednesday,December,2009,16,FALSE,10490.98285,7437.993917,1855.023237
170,2009/12/17,24142,hawai,thursday,December,2009,17,FALSE,11223.41213,10333.50901,2585.078857
171,2009/12/18,23830,hawai,friday,December,2009,18,FALSE,11866.39768,8514.737158,3448.865165
172,2009/12/19,25569,hawai,saturday,December,2009,19,FALSE,12410.63707,7549.84118,5608.521753
173,2009/12/20,22739,hawai,sunday,December,2009,20,FALSE,12896.31749,6701.287715,3141.394795
174,2009/12/21,23511,hawai,monday,December,2009,21,FALSE,13147.55615,7593.275212,2770.16864
175,2009/12/22,24515,hawai,tuesday,December,2009,22,FALSE,13175.84557,9832.145399,1507.009028
176,2009/12/23,24841,hawai,wednesday,December,2009,23,FALSE,13177.80834,9816.722837,1846.468819
177,2009/12/24,23786,hawai,thursday,December,2009,24,FALSE,13223.56345,7890.612016,2671.824533
178,2009/12/25,23150,hawai,friday,December,2009,25,christmas,13273.67847,6432.671632,3443.649898
179,2009/12/26,25114,hawai,saturday,December,2009,26,FALSE,13293.66513,6091.387915,5728.946958
180,2009/12/27,23433,hawai,sunday,December,2009,27,FALSE,13301.4721,7010.11076,3121.417139
181,2009/12/28,23607,hawai,monday,December,2009,28,FALSE,13314.93974,7601.909858,2690.150406
182,2009/12/29,24648,hawai,tuesday,December,2009,29,FALSE,13364.06561,9911.968713,1371.96568
183,2009/12/30,22405,hawai,wednesday,December,2009,30,FALSE,13469.72921,7084.527242,1850.743549
184,2009/12/31,18997,hawai,thursday,December,2009,31,FALSE,13544.32858,2648.122771,2804.548647
185,2010/1/1,20634,hawai,friday,January,2010,1,New_Year,13376.72162,3832.099123,3425.179259
186,2010/1/2,23415,hawai,saturday,January,2010,2,FALSE,12739.64712,4788.412387,5886.940495
187,2010/1/3,23412,hawai,sunday,January,2010,3,FALSE,11793.74382,8505.192337,3113.063842
188,2010/1/4,23495,hawai,monday,January,2010,4,FALSE,11000.95967,9913.944919,2580.095406
189,2010/1/5,20109,hawai,tuesday,January,2010,5,FALSE,10614.74978,8275.343008,1218.907208
190,2010/1/6,20132,hawai,wednesday,January,2010,6,FALSE,10408.98383,7881.741388,1841.274783
191,2010/1/7,19348,hawai,thursday,January,2010,7,FALSE,10201.51034,6212.721618,2933.768039
192,2010/1/8,20613,hawai,friday,January,2010,8,FALSE,9973.81511,7228.035675,3411.149215
193,2010/1/9,22627,hawai,saturday,January,2010,9,FALSE,9744.178735,6851.726185,6031.095081
194,2010/1/10,20634,hawai,sunday,January,2010,10,FALSE,9523.412917,7957.225005,3153.362079
195,2010/1/11,18244,hawai,monday,January,2010,11,FALSE,9344.605308,6458.377726,2441.016967
196,2010/1/12,17347,hawai,tuesday,January,2010,12,FALSE,9206.947015,7031.241445,1108.81154
197,2010/1/13,17345,hawai,wednesday,January,2010,13,FALSE,9060.69051,6502.892991,1781.416499
198,2010/1/14,19042,hawai,thursday,January,2010,14,FALSE,8920.708293,7079.842022,3041.449685
199,2010/1/15,19205,hawai,friday,January,2010,15,FALSE,8770.681742,7035.729963,3398.588294
200,2010/1/16,22917,hawai,saturday,January,2010,16,FALSE,8593.141616,8168.693803,6155.164581
201,2010/1/17,18282,hawai,sunday,January,2010,17,FALSE,8373.407735,6670.158214,3238.434051
202,2010/1/18,18329,hawai,monday,January,2010,18,Martin_Luther,8123.112739,7913.432225,2292.455036
203,2010/1/19,15729,hawai,tuesday,January,2010,19,FALSE,7866.515017,6830.234763,1032.25022
204,2010/1/20,16013,hawai,wednesday,January,2010,20,FALSE,7616.233516,6700.195926,1696.570557
205,2010/1/21,17539,hawai,thursday,January,2010,21,FALSE,7379.698673,7031.213428,3128.087899
206,2010/1/22,17368,hawai,friday,January,2010,22,FALSE,7157.793615,6779.305485,3430.9009
207,2010/1/23,20641,hawai,saturday,January,2010,23,FALSE,6975.854947,7411.532641,6253.612412
208,2010/1/24,16904,hawai,sunday,January,2010,24,FALSE,6868.665741,6717.866216,3317.468043
209,2010/1/25,15688,hawai,monday,January,2010,25,FALSE,6811.957532,6709.821116,2166.221352
210,2010/1/26,13918,hawai,tuesday,January,2010,26,FALSE,6792.48019,6167.251742,958.2680679
211,2010/1/27,15339,hawai,wednesday,January,2010,27,FALSE,6806.226415,6934.468125,1598.30546
212,2010/1/28,17736,hawai,thursday,January,2010,28,FALSE,6860.833353,7629.99818,3245.168467
213,2010/1/29,17113,hawai,friday,January,2010,29,FALSE,6981.594823,6660.179208,3471.225968
214,2010/1/30,20595,hawai,saturday,January,2010,30,FALSE,7154.716197,7156.587929,6283.695874
215,2010/1/31,17412,hawai,sunday,January,2010,31,FALSE,7347.652789,6682.373039,3381.974172
216,2010/2/1,16244,hawai,monday,February,2010,1,FALSE,7570.242652,6561.591586,2112.165762
217,2010/2/2,15515,hawai,tuesday,February,2010,2,FALSE,7827.070017,6821.361265,866.5687187
218,2010/2/3,17280,hawai,wednesday,February,2010,3,FALSE,8099.153089,7651.963799,1528.883112
219,2010/2/4,18272,hawai,thursday,February,2010,4,FALSE,8411.409431,6479.264156,3381.326413
220,2010/2/5,19898,hawai,friday,February,2010,5,FALSE,8819.252078,7580.460689,3498.287233
221,2010/2/6,22548,hawai,saturday,February,2010,6,FALSE,9334.941519,7028.746488,6184.311993
222,2010/2/7,18403,hawai,sunday,February,2010,7,FALSE,9902.694577,5031.816828,3468.488596
223,2010/2/8,18843,hawai,monday,February,2010,8,FALSE,10462.81523,6253.653992,2126.530779
224,2010/2/9,19795,hawai,tuesday,February,2010,9,FALSE,10979.32309,8061.292062,754.3848447
225,2010/2/10,19764,hawai,wednesday,February,2010,10,FALSE,11391.53436,6865.420121,1507.04552
226,2010/2/11,22274,hawai,thursday,February,2010,11,FALSE,11686.02429,7097.968861,3490.006846
227,2010/2/12,22529,hawai,friday,February,2010,12,FALSE,11871.52865,7104.610859,3552.86049
228,2010/2/13,25323,hawai,saturday,February,2010,13,FALSE,11956.60845,7363.192017,6003.199536
229,2010/2/14,22813,hawai,sunday,February,2010,14,FALSE,11909.79953,7316.032849,3587.167624
230,2010/2/15,22269,hawai,monday,February,2010,15,Washington,11732.26426,8375.670685,2161.065058
231,2010/2/16,20401,hawai,tuesday,February,2010,16,FALSE,11423.0306,8328.089824,649.8795735
232,2010/2/17,19390,hawai,wednesday,February,2010,17,FALSE,11018.47563,6866.831433,1504.692942
233,2010/2/18,21491,hawai,thursday,February,2010,18,FALSE,10589.93755,7361.671027,3539.39142
234,2010/2/19,20738,hawai,friday,February,2010,19,FALSE,10203.14688,6887.481548,3647.371569
235,2010/2/20,22494,hawai,saturday,February,2010,20,FALSE,9877.829548,6840.91172,5775.258733
236,2010/2/21,20098,hawai,sunday,February,2010,21,FALSE,9595.658481,6774.455867,3727.885653
237,2010/2/22,18580,hawai,monday,February,2010,22,FALSE,9344.885639,7014.2963,2220.818061
238,2010/2/23,16405,hawai,tuesday,February,2010,23,FALSE,9157.889939,6673.925209,573.1848519
239,2010/2/24,16856,hawai,wednesday,February,2010,24,FALSE,9060.348052,6309.581442,1486.070506
240,2010/2/25,19796,hawai,thursday,February,2010,25,FALSE,9037.394466,7208.96787,3549.637665
241,2010/2/26,19291,hawai,friday,February,2010,26,FALSE,9074.310151,6475.066775,3741.623074
242,2010/2/27,21676,hawai,saturday,February,2010,27,FALSE,9152.983238,6967.481021,5555.53574
243,2010/2/28,20364,hawai,sunday,February,2010,28,FALSE,9239.075194,7273.038689,3851.886117
244,2010/3/1,18756,hawai,monday,March,2010,1,FALSE,9310.302362,7110.08686,2335.610777
245,2010/3/2,16961,hawai,tuesday,March,2010,2,FALSE,9367.694823,7071.678615,521.6265623
246,2010/3/3,18315,hawai,wednesday,March,2010,3,FALSE,9426.411057,7458.646454,1429.942489
247,2010/3/4,19490,hawai,thursday,March,2010,4,FALSE,9467.82862,6461.900239,3560.271141
248,2010/3/5,20179,hawai,friday,March,2010,5,FALSE,9501.949375,6854.107555,3822.94307
249,2010/3/6,21817,hawai,saturday,March,2010,6,FALSE,9574.457212,6868.443935,5374.098853
250,2010/3/7,20810,hawai,sunday,March,2010,7,FALSE,9706.700007,7190.218872,3913.081122
251,2010/3/8,18945,hawai,monday,March,2010,8,FALSE,9899.413858,6583.459426,2462.126717
252,2010/3/9,17103,hawai,tuesday,March,2010,9,FALSE,10123.09579,6485.181718,494.7224882
253,2010/3/10,19119,hawai,wednesday,March,2010,10,FALSE,10352.45992,7410.360378,1356.179707
254,2010/3/11,22364,hawai,thursday,March,2010,11,FALSE,10578.75244,8209.831336,3575.416229
255,2010/3/12,21851,hawai,friday,March,2010,12,FALSE,10775.84254,7163.268904,3911.88856
256,2010/3/13,22798,hawai,saturday,March,2010,13,FALSE,10934.94264,6615.668529,5247.388827
257,2010/3/14,22118,hawai,sunday,March,2010,14,FALSE,11048.42632,7173.430922,3896.142757
258,2010/3/15,21025,hawai,monday,March,2010,15,FALSE,11157.88849,7326.802557,2540.308948
259,2010/3/16,17634,hawai,tuesday,March,2010,16,FALSE,11308.36042,5830.988166,494.651416
260,2010/3/17,19538,hawai,wednesday,March,2010,17,FALSE,11517.3401,6726.414119,1294.245778
261,2010/3/18,21983,hawai,thursday,March,2010,18,FALSE,11750.13315,6630.425606,3602.441244
262,2010/3/19,23729,hawai,friday,March,2010,19,FALSE,11981.92945,7731.665482,4015.405071
263,2010/3/20,24156,hawai,saturday,March,2010,20,FALSE,12227.20884,6771.759679,5157.031477
264,2010/3/21,23578,hawai,sunday,March,2010,21,FALSE,12464.87448,7270.986187,3842.139329
265,2010/3/22,22181,hawai,monday,March,2010,22,FALSE,12669.77715,6952.306771,2558.91608
266,2010/3/23,20263,hawai,tuesday,March,2010,23,FALSE,12839.74257,6897.319565,525.9378626
267,2010/3/24,22169,hawai,wednesday,March,2010,24,FALSE,12995.99341,7924.846031,1248.160556
268,2010/3/25,23441,hawai,thursday,March,2010,25,FALSE,13165.80225,6637.825322,3637.372432
269,2010/3/26,24150,hawai,friday,March,2010,26,FALSE,13312.44934,6715.57764,4121.97302
270,2010/3/27,25623,hawai,saturday,March,2010,27,FALSE,13385.60898,7125.537712,5111.85331
271,2010/3/28,24511,hawai,sunday,March,2010,28,FALSE,13368.21059,7397.961845,3744.827566
272,2010/3/29,23741,hawai,monday,March,2010,29,FALSE,13258.81644,7921.853024,2560.330539
273,2010/3/30,21803,hawai,tuesday,March,2010,30,FALSE,13058.78022,8158.216028,586.0037552
274,2010/3/31,20651,hawai,wednesday,March,2010,31,FALSE,12743.64244,6705.731177,1201.626382
275,2010/4/1,23504,hawai,thursday,April,2010,1,FALSE,12348.27726,7506.484763,3649.237974
276,2010/4/2,23219,hawai,friday,April,2010,2,Good_friday,11957.99336,7058.497411,4202.509233
277,2010/4/3,23453,hawai,saturday,April,2010,3,FALSE,11604.98213,6710.066221,5137.951645
278,2010/4/4,21490,hawai,sunday,April,2010,4,FALSE,11267.96814,6609.661033,3612.370823
279,2010/4/5,20431,hawai,monday,April,2010,5,FALSE,10905.15309,6959.304025,2566.542888
