time_idx,date,tourist,destination,day of the week,month,year,day,Holiday,Trend,Seasonal,Resid
3687,2019/8/4,37646,hawai,sunday,August,2019,4,FALSE,26776.6182,7279.615684,3589.76612
3688,2019/8/5,36597,hawai,monday,August,2019,5,FALSE,26668.57621,6674.333418,3254.090369
3689,2019/8/6,34499,hawai,tuesday,August,2019,6,FALSE,26519.09303,7055.003537,924.9034341
3690,2019/8/7,34887,hawai,wednesday,August,2019,7,FALSE,26337.91831,6847.384897,1701.696796
3691,2019/8/8,35827,hawai,thursday,August,2019,8,FALSE,26125.83879,6888.422065,2812.73914
3692,2019/8/9,37080,hawai,friday,August,2019,9,FALSE,25880.55946,7742.894212,3456.546325
3693,2019/8/10,38027,hawai,saturday,August,2019,10,FALSE,25618.18128,7093.033904,5315.78482
3694,2019/8/11,36142,hawai,sunday,August,2019,11,FALSE,25358.14777,7229.242566,3554.60966
3695,2019/8/12,35252,hawai,monday,August,2019,12,FALSE,25076.23214,6846.668975,3329.098884
3696,2019/8/13,31853,hawai,tuesday,August,2019,13,FALSE,24747.97461,6167.74085,937.2845441
3697,2019/8/14,32637,hawai,wednesday,August,2019,14,FALSE,24366.08411,6783.143368,1487.772524
3698,2019/8/15,35321,hawai,thursday,August,2019,15,FALSE,23987.19288,8468.064447,2865.742673
3699,2019/8/16,34216,hawai,friday,August,2019,16,FALSE,23613.65698,7123.618661,3478.724354
3700,2019/8/17,36136,hawai,saturday,August,2019,17,FALSE,23194.49935,7555.026703,5386.473943
3701,2019/8/18,32752,hawai,sunday,August,2019,18,FALSE,22716.97298,6539.016822,3496.010203
3702,2019/8/19,33436,hawai,monday,August,2019,19,FALSE,22187.89707,7833.245171,3414.857762
3703,2019/8/20,28193,hawai,tuesday,August,2019,20,FALSE,21668.8926,5590.663876,933.4435228
3704,2019/8/21,28934,hawai,wednesday,August,2019,21,FALSE,21182.87209,6415.272517,1335.85539
3705,2019/8/22,31013,hawai,thursday,August,2019,22,FALSE,20784.59064,7293.772263,2934.637093
3706,2019/8/23,30440,hawai,friday,August,2019,23,FALSE,20501.04489,6418.701277,3520.253831
3707,2019/8/24,32700,hawai,saturday,August,2019,24,FALSE,20319.58881,6974.486428,5405.92476
3708,2019/8/25,29416,hawai,sunday,August,2019,25,FALSE,20225.84664,5773.297834,3416.855529
3709,2019/8/26,27200,hawai,monday,August,2019,26,FALSE,20138.45989,3570.856557,3490.68355
3710,2019/8/27,25831,hawai,tuesday,August,2019,27,FALSE,20035.74384,4884.879347,910.3768178
3711,2019/8/28,28586,hawai,wednesday,August,2019,28,FALSE,19825.81335,7502.077327,1258.109321
3712,2019/8/29,31709,hawai,thursday,August,2019,29,FALSE,19331.61044,9354.930271,3022.459289
3713,2019/8/30,32511,hawai,friday,August,2019,30,FALSE,18823.99175,10128.93596,3558.072292
3714,2019/8/31,34036,hawai,saturday,August,2019,31,FALSE,18390.55353,10252.75751,5392.68896
3715,2019/9/1,29287,hawai,sunday,September,2019,1,FALSE,18000.66038,7961.926568,3324.413057
3716,2019/9/2,27852,hawai,monday,September,2019,2,labor_day,17715.2374,6647.26339,3489.49921
3717,2019/9/3,25958,hawai,tuesday,September,2019,3,FALSE,17586.68537,7443.066442,928.2481926
3718,2019/9/4,25691,hawai,wednesday,September,2019,4,FALSE,17525.87813,6906.493031,1258.628839
3719,2019/9/5,26891,hawai,thursday,September,2019,5,FALSE,17483.30077,6319.190506,3088.508721
3720,2019/9/6,27913,hawai,friday,September,2019,6,FALSE,17474.65745,6861.878635,3576.463913
3721,2019/9/7,29628,hawai,saturday,September,2019,7,FALSE,17513.12376,6754.954715,5359.921526
3722,2019/9/8,27983,hawai,sunday,September,2019,8,FALSE,17590.44295,7154.626824,3237.930225
3723,2019/9/9,26096,hawai,monday,September,2019,9,FALSE,17716.67867,4945.807553,3433.513779
3724,2019/9/10,26467,hawai,tuesday,September,2019,10,FALSE,17881.55258,7568.875299,1016.572119
3725,2019/9/11,25920,hawai,wednesday,September,2019,11,FALSE,18053.32467,6559.318234,1307.357099
3726,2019/9/12,28095,hawai,thursday,September,2019,12,FALSE,18204.30615,6776.330822,3114.363031
3727,2019/9/13,28663,hawai,friday,September,2019,13,FALSE,18304.61692,6770.551139,3587.83194
3728,2019/9/14,31056,hawai,saturday,September,2019,14,FALSE,18380.63712,7359.338621,5316.024258
3729,2019/9/15,28655,hawai,sunday,September,2019,15,FALSE,18466.39463,7014.605627,3173.999744
3730,2019/9/16,29554,hawai,monday,September,2019,16,FALSE,18556.51191,7676.41092,3321.077173
3731,2019/9/17,26323,hawai,tuesday,September,2019,17,FALSE,18598.7167,6585.076881,1139.206418
3732,2019/9/18,27215,hawai,wednesday,September,2019,18,FALSE,18582.83856,7250.158242,1382.003201
3733,2019/9/19,28643,hawai,thursday,September,2019,19,FALSE,18537.90136,6970.315558,3134.783087
3734,2019/9/20,29555,hawai,friday,September,2019,20,FALSE,18465.5437,7469.081849,3620.37445
3735,2019/9/21,30299,hawai,saturday,September,2019,21,FALSE,18365.67094,6635.767076,5297.561982
3736,2019/9/22,28239,hawai,sunday,September,2019,22,FALSE,18263.28901,6863.319363,3112.391631
3737,2019/9/23,29058,hawai,monday,September,2019,23,FALSE,18153.97688,7741.384574,3162.638544
3738,2019/9/24,25906,hawai,tuesday,September,2019,24,FALSE,18046.78073,6671.187302,1188.031965
3739,2019/9/25,25589,hawai,wednesday,September,2019,25,FALSE,17953.20869,6161.717979,1474.073334
3740,2019/9/26,28633,hawai,thursday,September,2019,26,FALSE,17882.983,7526.235962,3223.781039
3741,2019/9/27,28560,hawai,friday,September,2019,27,FALSE,17849.26907,7041.788307,3668.942624
3742,2019/9/28,29695,hawai,saturday,September,2019,28,FALSE,17915.13399,6483.884248,5295.981767
3743,2019/9/29,27861,hawai,sunday,September,2019,29,FALSE,18120.81511,6732.50554,3007.679348
3744,2019/9/30,27872,hawai,monday,September,2019,30,FALSE,18428.03122,6441.111253,3002.857525
3745,2019/10/1,29116,hawai,tuesday,October,2019,1,FALSE,18806.27881,9136.664084,1173.057109
3746,2019/10/2,27787,hawai,wednesday,October,2019,2,FALSE,19241.01039,6956.134972,1589.854642
3747,2019/10/3,30069,hawai,thursday,October,2019,3,FALSE,19657.54775,7046.572201,3364.880053
3748,2019/10/4,30838,hawai,friday,October,2019,4,FALSE,20005.12676,7125.148841,3707.724402
3749,2019/10/5,33095,hawai,saturday,October,2019,5,FALSE,20267.90704,7531.71877,5295.374187
3750,2019/10/6,30420,hawai,sunday,October,2019,6,FALSE,20460.31474,7089.755428,2869.929834
3751,2019/10/7,29955,hawai,monday,October,2019,7,FALSE,20627.70484,6508.491268,2818.803893
3752,2019/10/8,29232,hawai,tuesday,October,2019,8,FALSE,20753.78135,7298.062034,1180.156619
3753,2019/10/9,30134,hawai,wednesday,October,2019,9,FALSE,20857.04,7545.364815,1731.595181
3754,2019/10/10,31051,hawai,thursday,October,2019,10,FALSE,20957.65531,6599.200472,3494.144222
3755,2019/10/11,31901,hawai,friday,October,2019,11,FALSE,21058.25698,7086.434896,3756.308129
3756,2019/10/12,30123,hawai,saturday,October,2019,12,FALSE,21107.47698,3726.753617,5288.769406
3757,2019/10/13,31258,hawai,sunday,October,2019,13,FALSE,21065.58023,7466.519637,2725.900133
3758,2019/10/14,32813,hawai,monday,October,2019,14,columbus_day,20962.33552,9224.753277,2625.911204
3759,2019/10/15,29526,hawai,tuesday,October,2019,15,FALSE,20838.28514,7457.240653,1230.47421
3760,2019/10/16,29639,hawai,wednesday,October,2019,16,FALSE,20688.97476,7075.816737,1874.208502
3761,2019/10/17,31135,hawai,thursday,October,2019,17,FALSE,20519.51019,7025.650599,3589.839214
3762,2019/10/18,30648,hawai,friday,October,2019,18,FALSE,20301.81336,6564.160011,3782.026627
3763,2019/10/19,32874,hawai,saturday,October,2019,19,FALSE,20046.71331,7547.235019,5280.051669
3764,2019/10/20,29562,hawai,sunday,October,2019,20,FALSE,19766.85083,7207.577445,2587.571725
3765,2019/10/21,29360,hawai,monday,October,2019,21,FALSE,19462.25275,7420.414589,2477.332659
3766,2019/10/22,26990,hawai,tuesday,October,2019,22,FALSE,19120.33781,6572.815681,1296.84651
3767,2019/10/23,27494,hawai,wednesday,October,2019,23,FALSE,18732.74556,6758.564052,2002.690384
3768,2019/10/24,29664,hawai,thursday,October,2019,24,FALSE,18318.67567,7679.944841,3665.379492
3769,2019/10/25,28725,hawai,friday,October,2019,25,FALSE,17935.98431,7003.295761,3785.719932
3770,2019/10/26,29423,hawai,saturday,October,2019,26,FALSE,17629.01402,6519.986648,5273.999336
3771,2019/10/27,26590,hawai,sunday,October,2019,27,FALSE,17393.74963,6753.613141,2442.637226
3772,2019/10/28,26188,hawai,monday,October,2019,28,FALSE,17209.38358,6553.427122,2425.189301
3773,2019/10/29,24782,hawai,tuesday,October,2019,29,FALSE,17090.68314,6350.29041,1341.026451
3774,2019/10/30,26647,hawai,wednesday,October,2019,30,FALSE,17111.76907,7430.142317,2105.088609
3775,2019/10/31,27594,hawai,thursday,October,2019,31,FALSE,17291.02034,6580.468712,3722.510952
3776,2019/11/1,31052,hawai,friday,November,2019,1,halloween,17610.75228,9654.819055,3786.428662
3777,2019/11/2,32649,hawai,saturday,November,2019,2,FALSE,18018.11748,9406.565951,5224.316566
3778,2019/11/3,27894,hawai,sunday,November,2019,3,FALSE,18421.50848,7188.006167,2284.485353
3779,2019/11/4,27420,hawai,monday,November,2019,4,FALSE,18737.26371,6208.795272,2473.941016
3780,2019/11/5,28098,hawai,tuesday,November,2019,5,FALSE,18907.09989,7820.396468,1370.503641
3781,2019/11/6,28188,hawai,wednesday,November,2019,6,FALSE,18899.42087,7118.342606,2170.236519
3782,2019/11/7,29906,hawai,thursday,November,2019,7,FALSE,18787.60753,7354.563058,3763.82941
3783,2019/11/8,30754,hawai,friday,November,2019,8,FALSE,18600.12805,8356.012749,3797.859202
3784,2019/11/9,33204,hawai,saturday,November,2019,9,FALSE,18323.65789,9730.334787,5150.007322
3785,2019/11/10,26483,hawai,sunday,November,2019,10,FALSE,17951.45458,6374.873865,2156.671553
3786,2019/11/11,27439,hawai,monday,November,2019,11,veteran_day,17565.28704,7338.075407,2535.637553
3787,2019/11/12,25869,hawai,tuesday,November,2019,12,FALSE,17289.79143,7191.367484,1387.841081
3788,2019/11/13,25141,hawai,wednesday,November,2019,13,FALSE,17168.34176,5784.578952,2188.079286
3789,2019/11/14,27724,hawai,thursday,November,2019,14,FALSE,17127.60945,6843.104248,3753.286302
3790,2019/11/15,27351,hawai,friday,November,2019,15,FALSE,17113.56827,6366.522107,3870.909625
3791,2019/11/16,29355,hawai,saturday,November,2019,16,FALSE,17164.23835,7056.737113,5134.024534
3792,2019/11/17,26527,hawai,sunday,November,2019,17,FALSE,17314.26854,7124.252731,2088.478731
3793,2019/11/18,26780,hawai,monday,November,2019,18,FALSE,17511.08275,6703.259903,2565.657349
3794,2019/11/19,25698,hawai,tuesday,November,2019,19,FALSE,17702.14068,6606.621367,1389.23795
3795,2019/11/20,28335,hawai,wednesday,November,2019,20,FALSE,17932.55441,8225.75771,2176.687878
3796,2019/11/21,30222,hawai,thursday,November,2019,21,FALSE,18399.62456,8142.026248,3680.349195
3797,2019/11/22,32185,hawai,friday,November,2019,22,FALSE,19186.87867,9045.804901,3952.316433
3798,2019/11/23,35840,hawai,saturday,November,2019,23,FALSE,19977.72121,10680.29213,5181.98665
3799,2019/11/24,32923,hawai,sunday,November,2019,24,FALSE,20411.31627,10444.23823,2067.445497
3800,2019/11/25,30858,hawai,monday,November,2019,25,FALSE,20531.91638,7740.233797,2585.849827
3801,2019/11/26,29074,hawai,tuesday,November,2019,26,FALSE,20543.50463,7171.74571,1358.749661
3802,2019/11/27,29614,hawai,wednesday,November,2019,27,FALSE,20514.05958,6941.658415,2158.282003
3803,2019/11/28,30193,hawai,thursday,November,2019,28,thanks_giving,20434.36476,6180.19899,3578.43625
3804,2019/11/29,27922,hawai,friday,November,2019,29,FALSE,20249.84131,3653.802771,4018.355923
3805,2019/11/30,29687,hawai,saturday,November,2019,30,FALSE,19931.44225,4481.267633,5274.29012
3806,2019/12/1,32384,hawai,sunday,December,2019,1,FALSE,19561.96523,10722.48011,2099.554656
3807,2019/12/2,29755,hawai,monday,December,2019,2,FALSE,19208.64278,7939.994445,2606.362775
3808,2019/12/3,27903,hawai,tuesday,December,2019,3,FALSE,18917.63781,7721.922718,1263.43947
3809,2019/12/4,27912,hawai,wednesday,December,2019,4,FALSE,18664.96641,7105.563082,2141.470505
3810,2019/12/5,29480,hawai,thursday,December,2019,5,FALSE,18423.27242,7537.15315,3519.574427
3811,2019/12/6,28560,hawai,friday,December,2019,6,FALSE,18196.25246,6291.871694,4071.875845
3812,2019/12/7,29514,hawai,saturday,December,2019,7,FALSE,18001.61503,6138.236398,5374.148573
3813,2019/12/8,26540,hawai,sunday,December,2019,8,FALSE,17905.85046,6472.070905,2162.078633
3814,2019/12/9,27030,hawai,monday,December,2019,9,FALSE,17963.45995,6547.422764,2519.117288
3815,2019/12/10,26119,hawai,tuesday,December,2019,10,FALSE,18152.39444,6824.607112,1141.998448
3816,2019/12/11,27295,hawai,wednesday,December,2019,11,FALSE,18468.08784,6674.136085,2152.776072
3817,2019/12/12,29073,hawai,thursday,December,2019,12,FALSE,18930.91344,6587.291871,3554.794691
3818,2019/12/13,31311,hawai,friday,December,2019,13,FALSE,19497.14287,7680.07355,4133.783576
3819,2019/12/14,34291,hawai,saturday,December,2019,14,FALSE,20048.96766,8779.337646,5462.694695
3820,2019/12/15,31368,hawai,sunday,December,2019,15,FALSE,20547.24738,8607.517358,2213.235261
3821,2019/12/16,30623,hawai,monday,December,2019,16,FALSE,20995.25056,7332.299494,2295.44995
3822,2019/12/17,29632,hawai,tuesday,December,2019,17,FALSE,21345.6787,7277.333263,1008.988036
3823,2019/12/18,34848,hawai,wednesday,December,2019,18,FALSE,21517.81073,11158.64907,2171.5402
3824,2019/12/19,38174,hawai,thursday,December,2019,19,FALSE,21541.44921,12989.20783,3643.342959
3825,2019/12/20,40451,hawai,friday,December,2019,20,FALSE,22069.16612,14158.87376,4222.960129
3826,2019/12/21,41436,hawai,saturday,December,2019,21,FALSE,25525.94989,10355.06208,5554.988031
3827,2019/12/22,41342,hawai,sunday,December,2019,22,FALSE,29063.30552,9970.316648,2308.377828
3828,2019/12/23,41487,hawai,monday,December,2019,23,FALSE,29586.91609,9786.824996,2113.258911
3829,2019/12/24,40270,hawai,tuesday,December,2019,24,FALSE,29561.73257,9849.556969,858.7104558
3830,2019/12/25,39095,hawai,wednesday,December,2019,25,christmas,29545.95815,7385.587706,2163.454142
3831,2019/12/26,39687,hawai,thursday,December,2019,26,FALSE,29487.59691,6447.519188,3751.883904
3832,2019/12/27,41409,hawai,friday,December,2019,27,FALSE,29263.35844,7920.267692,4225.373865
3833,2019/12/28,41945,hawai,saturday,December,2019,28,FALSE,28909.39338,7368.627339,5666.979279
3834,2019/12/29,40025,hawai,sunday,December,2019,29,FALSE,28507.65318,9075.342055,2442.004765
3835,2019/12/30,39773,hawai,monday,December,2019,30,FALSE,27971.08705,9879.166277,1922.746669
3836,2019/12/31,35040,hawai,tuesday,December,2019,31,FALSE,27337.5066,6994.905807,707.5875937
3837,2020/1/1,35945,hawai,wednesday,January,2020,1,New_Year,26799.43748,6983.925855,2161.636668
3838,2020/1/2,38885,hawai,thursday,January,2020,2,FALSE,26381.99287,8624.302755,3878.704375
3839,2020/1/3,37319,hawai,friday,January,2020,3,FALSE,25833.02163,7288.458227,4197.520144
3840,2020/1/4,37804,hawai,saturday,January,2020,4,FALSE,24919.39492,7152.08391,5732.521166
3841,2020/1/5,37915,hawai,sunday,January,2020,5,FALSE,23721.3049,11614.06885,2579.626258
3842,2020/1/6,33636,hawai,monday,January,2020,6,FALSE,22565.0129,9334.387247,1736.599857
3843,2020/1/7,29379,hawai,tuesday,January,2020,7,FALSE,21574.55563,7205.16045,599.2839198
3844,2020/1/8,29898,hawai,wednesday,January,2020,8,FALSE,20695.93248,7036.458297,2165.609223
3845,2020/1/9,31177,hawai,thursday,January,2020,9,FALSE,20107.21208,7064.959316,4004.828599
3846,2020/1/10,30567,hawai,friday,January,2020,10,FALSE,19799.69807,6610.486525,4156.815409
3847,2020/1/11,31205,hawai,saturday,January,2020,11,FALSE,19578.87646,5855.420565,5770.702975
3848,2020/1/12,28731,hawai,sunday,January,2020,12,FALSE,19408.02017,6601.459584,2721.52025
3849,2020/1/13,27479,hawai,monday,January,2020,13,FALSE,19342.64703,6574.57882,1561.774147
3850,2020/1/14,25885,hawai,tuesday,January,2020,14,FALSE,19400.89049,5929.611073,554.4984345
3851,2020/1/15,29293,hawai,wednesday,January,2020,15,FALSE,19559.13052,7544.781471,2189.088007
3852,2020/1/16,31542,hawai,thursday,January,2020,16,FALSE,19746.28998,7624.999523,4170.7105
3853,2020/1/17,34009,hawai,friday,January,2020,17,FALSE,19825.52543,10120.46098,4063.013595
3854,2020/1/18,33636,hawai,saturday,January,2020,18,FALSE,19696.05521,8113.547364,5826.397425
3855,2020/1/19,30295,hawai,sunday,January,2020,19,FALSE,19371.56669,8225.749901,2697.683413
3856,2020/1/20,28220,hawai,monday,January,2020,20,Martin_Luther,18935.93044,7906.791664,1377.2779
3857,2020/1/21,26159,hawai,tuesday,January,2020,21,FALSE,18511.66701,7064.826032,582.5069555
3858,2020/1/22,27153,hawai,wednesday,January,2020,22,FALSE,18118.24777,6777.499069,2257.253162
3859,2020/1/23,29227,hawai,thursday,January,2020,23,FALSE,17700.71057,7212.38258,4313.90685
3860,2020/1/24,27742,hawai,friday,January,2020,24,FALSE,17285.83365,6511.650257,3944.516098
3861,2020/1/25,28554,hawai,saturday,January,2020,25,FALSE,16899.4453,5757.930794,5896.623905
3862,2020/1/26,26593,hawai,sunday,January,2020,26,FALSE,16593.44671,7439.078977,2560.474316
3863,2020/1/27,24301,hawai,monday,January,2020,27,FALSE,16429.22023,6531.818919,1339.960851
3864,2020/1/28,23375,hawai,tuesday,January,2020,28,FALSE,16391.63428,6351.249972,632.1157466
3865,2020/1/29,24954,hawai,wednesday,January,2020,29,FALSE,16486.31156,6150.085035,2317.603401
3866,2020/1/30,27909,hawai,thursday,January,2020,30,FALSE,16705.6891,6812.451478,4390.85942
3867,2020/1/31,28511,hawai,friday,January,2020,31,FALSE,17042.91085,7670.903274,3797.185881
3868,2020/2/1,32919,hawai,saturday,February,2020,1,FALSE,17447.57454,9531.472257,5939.953205
3869,2020/2/2,27057,hawai,sunday,February,2020,2,FALSE,17816.4439,6774.510547,2466.045551
3870,2020/2/3,26642,hawai,monday,February,2020,3,FALSE,18145.03319,7038.090893,1458.875917
3871,2020/2/4,26675,hawai,tuesday,February,2020,4,FALSE,18420.59267,7603.130687,651.2766406
3872,2020/2/5,27905,hawai,wednesday,February,2020,5,FALSE,18609.75762,6947.953026,2347.289351
3873,2020/2/6,28648,hawai,thursday,February,2020,6,FALSE,18763.04305,5485.83881,4399.118136
3874,2020/2/7,29852,hawai,friday,February,2020,7,FALSE,18960.57698,7230.538055,3660.884964
3875,2020/2/8,32636,hawai,saturday,February,2020,8,FALSE,19203.90801,7445.264627,5986.827364
3876,2020/2/9,27784,hawai,sunday,February,2020,9,FALSE,19462.24711,5964.923436,2356.829453
3877,2020/2/10,27456,hawai,monday,February,2020,10,FALSE,19686.91931,6164.004358,1605.076335
3878,2020/2/11,28136,hawai,tuesday,February,2020,11,FALSE,19855.62919,7584.250035,696.1207703
3879,2020/2/12,29781,hawai,wednesday,February,2020,12,FALSE,20011.11057,7396.567587,2373.321846
3880,2020/2/13,32533,hawai,thursday,February,2020,13,FALSE,20194.30047,7926.478778,4412.220755
3881,2020/2/14,35312,hawai,friday,February,2020,14,FALSE,20403.25977,11342.54945,3566.190779
3882,2020/2/15,36887,hawai,saturday,February,2020,15,FALSE,20455.0354,10553.10736,5878.857244
3883,2020/2/16,33778,hawai,sunday,February,2020,16,FALSE,20028.19623,11460.24143,2289.562339
3884,2020/2/17,31266,hawai,monday,February,2020,17,Washington,19423.80178,10105.00513,1737.193096
3885,2020/2/18,29527,hawai,tuesday,February,2020,18,FALSE,19102.40696,9637.976922,786.6161136
3886,2020/2/19,29388,hawai,wednesday,February,2020,19,FALSE,18992.97843,7967.594054,2427.427519
3887,2020/2/20,30140,hawai,thursday,February,2020,20,FALSE,18910.5841,6687.740915,4541.674985
3888,2020/2/21,29246,hawai,friday,February,2020,21,FALSE,18773.08097,6910.968069,3561.950965
3889,2020/2/22,31581,hawai,saturday,February,2020,22,FALSE,18581.89548,7630.331211,5368.773308
3890,2020/2/23,27903,hawai,sunday,February,2020,23,FALSE,18322.20829,7229.231071,2351.560637
3891,2020/2/24,27436,hawai,monday,February,2020,24,FALSE,18004.36238,7569.038461,1862.599156
3892,2020/2/25,25230,hawai,tuesday,February,2020,25,FALSE,17706.46283,6572.744022,950.7931454
3893,2020/2/26,26061,hawai,wednesday,February,2020,26,FALSE,17400.2972,6143.804154,2516.898642
3894,2020/2/27,28586,hawai,thursday,February,2020,27,FALSE,16991.30508,6960.073902,4634.621019
3895,2020/2/28,26601,hawai,friday,February,2020,28,FALSE,16476.96103,6620.163138,3503.875831
3896,2020/2/29,30737,hawai,saturday,February,2020,29,FALSE,15992.65189,9818.229483,4926.118632
3897,2020/3/1,28976,hawai,sunday,March,2020,1,FALSE,15641.51127,10945.0793,2389.409427
3898,2020/3/2,24512,hawai,monday,March,2020,2,FALSE,15374.56804,7095.802566,2041.629394
3899,2020/3/3,22799,hawai,tuesday,March,2020,3,FALSE,15139.90155,6464.139348,1194.959097
3900,2020/3/4,24425,hawai,wednesday,March,2020,4,FALSE,14974.21142,6822.765823,2628.022758
3901,2020/3/5,28729,hawai,thursday,March,2020,5,FALSE,14837.46626,9440.525875,4451.007867
3902,2020/3/6,28980,hawai,friday,March,2020,6,FALSE,14625.15239,10950.74372,3404.103895
3903,2020/3/7,31050,hawai,saturday,March,2020,7,FALSE,14379.83335,12145.80128,4524.365366
3904,2020/3/8,26388,hawai,sunday,March,2020,8,FALSE,14213.68949,9668.081447,2506.229062
3905,2020/3/9,23730,hawai,monday,March,2020,9,FALSE,14130.91285,7330.059549,2269.027599
3906,2020/3/10,22270,hawai,tuesday,March,2020,10,FALSE,14110.28478,6703.315664,1456.399554
3907,2020/3/11,23790,hawai,wednesday,March,2020,11,FALSE,14100.26694,6971.190571,2718.542487
3908,2020/3/12,28674,hawai,thursday,March,2020,12,FALSE,14079.82125,10379.83834,4214.34041
3909,2020/3/13,28412,hawai,friday,March,2020,13,FALSE,14048.4469,11040.91702,3322.636077
3910,2020/3/14,28288,hawai,saturday,March,2020,14,FALSE,13470.93754,10731.40924,4085.653218
3911,2020/3/15,23882,hawai,sunday,March,2020,15,FALSE,8130.387486,13081.54517,2670.06734
3912,2020/3/16,20410,hawai,monday,March,2020,16,FALSE,-87.71336131,18019.84941,2477.863955
3913,2020/3/17,19181,hawai,tuesday,March,2020,17,FALSE,-1948.99589,19364.08287,1765.91302
3914,2020/3/18,14042,hawai,wednesday,March,2020,18,FALSE,-2507.594864,13763.60711,2785.987753
3915,2020/3/19,10571,hawai,thursday,March,2020,19,FALSE,-3039.6248,9580.65897,4029.96583
3916,2020/3/20,8293,hawai,friday,March,2020,20,FALSE,-3515.761703,8522.159558,3286.602145
3917,2020/3/21,6478,hawai,saturday,March,2020,21,FALSE,-3951.803869,6861.358865,3568.445004
3918,2020/3/22,5514,hawai,sunday,March,2020,22,FALSE,-4394.087448,7131.394898,2776.69255
3919,2020/3/23,3880,hawai,monday,March,2020,23,FALSE,-5022.233997,6281.612286,2620.621711
3920,2020/3/24,3691,hawai,tuesday,March,2020,24,FALSE,-5884.10547,7454.182254,2120.923216
3921,2020/3/25,3158,hawai,wednesday,March,2020,25,FALSE,-6796.28786,7098.24573,2856.042129
3922,2020/3/26,1033,hawai,thursday,March,2020,26,FALSE,-7578.476344,4671.795078,3939.681266
3923,2020/3/27,985,hawai,friday,March,2020,27,FALSE,-8225.699726,5934.831754,3275.867973
3924,2020/3/28,808,hawai,saturday,March,2020,28,FALSE,-8745.490001,6472.425372,3081.064629
3925,2020/3/29,547,hawai,sunday,March,2020,29,FALSE,-9145.601314,6852.687217,2839.914097
3926,2020/3/30,593,hawai,monday,March,2020,30,FALSE,-9384.756196,7262.289209,2715.466987
3927,2020/3/31,301,hawai,tuesday,March,2020,31,FALSE,-9486.157697,7342.814694,2444.343003
3928,2020/4/1,453,hawai,wednesday,April,2020,1,FALSE,-9541.869978,7064.802285,2930.067693
3929,2020/4/2,249,hawai,thursday,April,2020,2,FALSE,-9584.742668,6070.297249,3763.445419
3930,2020/4/3,404,hawai,friday,April,2020,3,FALSE,-9616.134523,6808.724665,3211.409858
3931,2020/4/4,395,hawai,saturday,April,2020,4,FALSE,-9633.792839,7091.27673,2937.516109
3932,2020/4/5,359,hawai,sunday,April,2020,5,FALSE,-9632.01232,7111.902036,2879.110284
3933,2020/4/6,333,hawai,monday,April,2020,6,FALSE,-9611.980919,7142.558335,2802.422584
3934,2020/4/7,424,hawai,tuesday,April,2020,7,FALSE,-9593.363482,7294.606954,2722.756529
3935,2020/4/8,417,hawai,wednesday,April,2020,8,FALSE,-9594.040137,7023.822689,2987.217448
3936,2020/4/9,543,hawai,thursday,April,2020,9,FALSE,-9598.602924,6733.058017,3408.544907
3937,2020/4/10,330,hawai,friday,April,2020,10,Good_friday,-9598.113132,6828.847009,3099.266123
3938,2020/4/11,271,hawai,saturday,April,2020,11,FALSE,-9593.903611,6905.989352,2958.914259
3939,2020/4/12,319,hawai,sunday,April,2020,12,FALSE,-9589.497323,6983.465849,2925.031474
3940,2020/4/13,609,hawai,monday,April,2020,13,FALSE,-9579.589022,7288.61457,2899.974452
3941,2020/4/14,438,hawai,tuesday,April,2020,14,FALSE,-9567.751658,7103.995387,2901.756271
3942,2020/4/15,604,hawai,wednesday,April,2020,15,FALSE,-9565.670608,7155.568617,3014.101991
3943,2020/4/16,330,hawai,thursday,April,2020,16,FALSE,-9578.10983,6758.54339,3149.56644
3944,2020/4/17,342,hawai,friday,April,2020,17,FALSE,-9603.43114,6925.168128,3020.263012
3945,2020/4/18,373,hawai,saturday,April,2020,18,FALSE,-9632.302541,7021.152139,2984.150401
3946,2020/4/19,336,hawai,sunday,April,2020,19,FALSE,-9650.322278,7023.670286,2962.651992
3947,2020/4/20,313,hawai,monday,April,2020,20,FALSE,-9654.535646,6980.760917,2986.774729
3948,2020/4/21,360,hawai,tuesday,April,2020,21,FALSE,-9649.200916,7039.582521,2969.618394
3949,2020/4/22,318,hawai,wednesday,April,2020,22,FALSE,-9644.596013,6943.393416,3019.202596
3950,2020/4/23,368,hawai,thursday,April,2020,23,FALSE,-9642.946931,6987.179904,3023.767028
3951,2020/4/24,330,hawai,friday,April,2020,24,FALSE,-9640.309691,6993.761169,2976.548523
3952,2020/4/25,386,hawai,saturday,April,2020,25,FALSE,-9633.535135,7018.545268,3000.989867
3953,2020/4/26,401,hawai,sunday,April,2020,26,FALSE,-9621.130641,7038.854472,2983.276169
3954,2020/4/27,363,hawai,monday,April,2020,27,FALSE,-9601.105528,6928.974454,3035.131074
3955,2020/4/28,357,hawai,tuesday,April,2020,28,FALSE,-9575.612922,6944.966617,2987.646305
3956,2020/4/29,460,hawai,wednesday,April,2020,29,FALSE,-9547.652204,6998.228535,3009.423669
3957,2020/4/30,451,hawai,thursday,April,2020,30,FALSE,-9518.23579,6972.023652,2997.212138
3958,2020/5/1,511,hawai,friday,May,2020,1,FALSE,-9489.235204,7034.375097,2965.860107
3959,2020/5/2,637,hawai,saturday,May,2020,2,FALSE,-9464.714366,7089.936972,3011.777394
